LFKC,339.9630996,343.4086957,184.4036697,176.0485269
LFKF,436.0377358,438.1395349,250.754717,260.5932203
LFKJ,463.1012658,455.751634,229.8591549,233.3405172
LFLB,747.2148541,625.9963437,276.3687151,314.1992883
LFLC,360.3730635,355.2768045,183.7734251,185.2638987
LFLL,705.8402503,711.941308,301.2312262,296.6706104
LFLP,1140,1140,420,420
LFLS,568.3665339,528.0130293,255.7377049,249.8360656
LFLW,1140,1140,420,420
LFLY,1140,1140,420,420
LFMD,1140,1140,420,420
LFMH,1140,1140,420,420
LFMK,1140,1140,420,420
LFML,673.9724853,662.6263538,301.9565451,310.8597106
LFMN,680.4988984,690.0587391,255.4729586,253.9683168
LFMP,374.031348,392.0980275,277.1590909,302.3297491
LFMT,526.9944967,545.1355347,209.600432,216.5332462
LFMU,1140,1140,420,420
LFMV,385.2083333,412.7317676,245.8081245,249.9014778
LFOB,639.0677966,648.6949807,267.6661952,262.2393822
LFOH,1140,398.018018,420,259.331307
LFOK,1140,454.6788991,420,315
LFOT,1140,1140,420,420
LFPB,1140,1140,420,420
LFPG,1063.956045,1054.099226,589.5586123,593.9925469
LFPO,737.682033,694.0093402,347.1175109,335.8785542
LFQQ,529.7192727,531.166348,295.2778586,297.8748622
LFRB,609.7084048,545.508658,170.3981883,175.46657
LFRD,1140,1140,420,420
LFRG,453.28125,489.84,332.7692308,382.1052632
LFRH,473.5925197,463.1436314,317.9323861,320.7723395
LFRK,422.2176591,425.4994851,209.4758479,215.0513347
LFRN,386.0063658,385.5307131,226.0368144,257.4821173
LFRO,1140,1140,420,420
LFRQ,415.6993007,441.4854111,227.3298429,236.1971831
LFRS,464.060292,488.7319486,215.8304389,234.7251415
LFRZ,1140,1140,420,420
LFSB,681.6518765,663.9821103,265.7180983,263.8807969
LFSL,1140,1140,420,420
LFST,467.7755805,457.6836635,233.097706,236.590194
LFTH,588.8785442,591.6168118,297.1428571,297.6542737
LFTW,1140,1140,420,420
LGAL,436.8032787,531.7665615,300.3296703,319.2113565
LGAV,774.1437184,772.5351457,338.1165486,358.5433612
LGBL,1140,1140,420,420
LGHI,335.1991389,447.7962085,304.570185,319.4594595
LGIK,1140,320.4324324,420,228
LGIO,465,469.1169451,302.8333333,328.49642
LGIR,588.4231003,573.3994334,295.304095,286.5039077
LGKC,1140,232.9411765,420,192.1991701
LGKF,489.7790055,474.4541485,302.9427793,299.8663697
LGKJ,1140,261.8518519,420,224.3478261
LGKL,475.5963303,462.9213483,424.4444444,386.3197026
LGKO,520.6436782,534.2052054,288.3819018,283.7209302
LGKP,544.5333333,370.4081633,285.4545455,279.8644068
LGKR,467.7258779,472.8101558,276.4249234,268.7521564
LGKS,1140,291.5749526,420,246.5909091
LGKV,520.6392694,485.238806,278.0373832,302.7990971
LGKY,1140,350.0436681,420,296.5789474
LGLE,1140,213.4916865,420,193.0805687
LGLM,522.7586207,436.4179104,291.5254237,306.776587
LGMK,427.3493976,445.1245937,254.4144144,299.3506494
LGML,1140,259.0453461,420,229.9761337
LGMT,360.3321033,453.2637252,298.7391842,314.2403781
LGNX,1140,392.0930233,420,263.3222591
LGPA,1140,316.0154739,420,304.4186047
LGPL,1140,256.4081633,420,182.4590164
LGPZ,447.4666667,383.5458167,322.3318386,290.5105105
LGRP,418.3065855,485.1366441,299.2036866,298.0595845
LGRX,1140,667.3267327,420,364.3564356
LGSA,613.0714891,573.5758012,303.2080201,303.961039
LGSK,353.4722222,337.6791809,308.3181818,299.1891892
LGSM,486.2971698,466.5476709,219.5035461,252.8086957
LGSO,1140,1140,420,420
LGSR,397.92,441.9010518,287.9406308,289.3774319
LGST,1140,416.920354,420,300.3191489
LGSY,1140,316.6336634,420,302.0588235
LGTS,523.2947725,597.2787843,309.9895996,329.1956445
LGZA,372.9572925,490.9332154,300,273.4042553
LHBP,525.8955956,531.8753012,230.9589399,223.9905765
LHDC,1140,1140,420,420
LHSM,1140,1140,420,420
LIBC,404.132948,438.9304813,291.5273775,298.3695652
LIBD,581.3188026,626.0579216,322.4679443,295.1931624
LIBP,455.6,501.2195122,299.0561798,318.6080586
LIBR,619.4555645,503.6948529,403.750503,380.5782836
LICA,525.5779386,512.16,279.2885066,296.7397521
LICB,1140,1140,420,420
LICC,736.4892256,768.5812056,300.7250933,304.1531201
LICD,424.9146758,369.7781178,290.5802048,288.1929556
LICG,495.8590308,482.9760547,376.0704846,381.4334471
LICJ,671.0381159,673.4125311,382.6548307,328.1935566
LICR,469.5017381,504.0991224,343.7772397,312.0684292
LICT,389.1086475,424.4175492,310.5992011,328.3939394
LICZ,1140,1140,420,420
LIEA,591.7651544,642.425168,298.9437428,271.3083538
LIEE,708.898082,750.2960006,323.7225042,319.4577401
LIEO,499.1596639,684.4416873,272.9017517,298.6183937
LIMC,943.0954022,806.5283912,389.847974,368.0918323
LIME,665.068836,650.3565167,243.7244898,232.8427085
LIMF,656.1815049,620.8186903,417.8436101,446.7291667
LIMG,492.5698324,1140,303.8547486,420
LIMJ,601.266055,611.3965586,357.1289241,369.9316446
LIML,819.5598447,798.4059162,294.1825937,295.4988803
LIMP,1140,425.4923717,420,262.1883657
